Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),letter_freq_score,letter_dup,word_freq_score,word_sim,bigram_freq_score
2022-03-02,256,nasty,257304,10813,1.0101010101010102,7.07070707070707,26.262626262626267,31.313131313131315,21.21212121212121,11.11111111111111,2.0202020202020203,-14.782802207514347,0,-11.006107862601777,6.0,93.62462483556139
2022-03-03,257,mourn,240018,10465,1.0,8.0,28.999999999999996,34.0,19.0,8.0,1.0,-15.477761242355706,0,-12.825969364350525,2.0,92.58114006347344
2022-03-04,258,ahead,203730,9396,0.9900990099009901,4.9504950495049505,19.801980198019802,34.65346534653465,25.742574257425744,11.881188118811881,1.9801980198019802,-13.472224292203787,1,-9.190537744680004,2.0,91.70506966828678
2022-03-05,259,brine,229895,10405,0.9900990099009901,8.91089108910891,24.752475247524753,28.71287128712871,21.782178217821784,11.881188118811881,2.9702970297029703,-14.418456102791051,0,-13.65850680915461,12.0,94.25915067800321
2022-03-06,260,cloth,218595,9911,0.9900990099009901,7.920792079207921,32.67326732673268,33.663366336633665,16.831683168316832,6.9306930693069315,0.9900990099009901,-14.431870966429765,0,-11.445266816496414,3.0,93.84899215600144
2022-03-07,261,hoard,218595,9823,0.9900990099009901,8.91089108910891,29.7029702970297,33.663366336633665,18.81188118811881,6.9306930693069315,0.9900990099009901,-14.011340657677582,0,-13.284882306902103,6.0,91.07774254246215
2022-03-08,262,sweet,207473,9767,1.0,5.0,18.0,31.0,28.000000000000004,15.0,2.0,-12.889838932946283,1,-9.417364541410508,12.0,89.62199877206656
2022-03-09,263,month,201799,9435,1.0,5.0,26.0,37.0,22.0,8.0,1.0,-14.887133493287175,0,-8.633727007672189,3.0,97.03515719637294
2022-03-10,264,lapse,208884,9960,0.0,8.0,31.0,34.0,19.0,7.000000000000001,1.0,-14.316050613680106,0,-12.68733946705462,1.0,91.03646496475307
2022-03-11,265,watch,226349,12400,1.0,6.0,14.000000000000002,18.0,17.0,24.0,20.0,-15.00087690724616,0,-8.426438828147774,10.0,91.53383009278166
2022-03-12,266,today,192049,9353,1.0,7.000000000000001,28.999999999999996,35.0,20.0,7.000000000000001,1.0,-15.189771712235421,0,-7.943392768488859,2.0,91.2416312994328
2022-03-13,267,focus,179436,8937,1.0101010101010102,4.040404040404041,23.232323232323232,36.36363636363637,24.242424242424242,10.1010101010101,1.0101010101010102,-16.236701910728087,0,-9.210340371976182,5.0,91.13312968342021
2022-03-14,268,smelt,185406,9373,0.0,5.0,19.0,33.0,28.000000000000004,13.0,2.0,-14.03174679395877,0,-13.838779184903629,5.0,90.5629242799126
2022-03-15,269,tease,202855,10024,0.9803921568627451,15.686274509803921,31.372549019607842,29.411764705882355,15.686274509803921,5.88235294117647,0.9803921568627451,-11.873028686274525,1,-12.457101400333919,11.0,95.8542144749797
2022-03-16,270,cater,217856,11234,0.9900990099009901,6.9306930693069315,18.81188118811881,21.782178217821784,18.81188118811881,17.82178217821782,14.85148514851485,-13.174153125674511,0,-12.54856295447695,20.0,96.93022626242954
2022-03-17,271,movie,169071,8847,1.0101010101010102,5.05050505050505,18.181818181818183,30.303030303030305,26.262626262626267,16.161616161616163,3.0303030303030303,-15.896035612694936,0,-8.8387768155437,6.0,91.16989863966296
2022-03-18,272,saute,179830,9304,1.0,8.0,31.0,34.0,19.0,6.0,1.0,-13.150544641187304,0,-15.060305356810465,6.0,91.88121300301586
2022-03-19,273,allow,156311,8515,0.0,4.9504950495049505,20.792079207920793,31.683168316831683,25.742574257425744,13.861386138613863,2.9702970297029703,-14.857317510201188,1,-9.190537744680004,5.0,93.72620651025684
2022-03-20,274,renew,154987,8417,0.0,4.040404040404041,20.2020202020202,33.33333333333333,27.27272727272727,13.131313131313133,2.0202020202020203,-13.34852018954678,1,-12.134682649443501,2.0,94.72606854805979
2022-03-21,275,their,173636,9200,2.0202020202020203,14.14141414141414,36.36363636363637,30.303030303030305,13.131313131313133,4.040404040404041,0.0,-12.772003829050604,0,-6.1469494499483766,2.0,95.79080241384915
2022-03-22,276,slosh,160161,8807,0.0,2.0202020202020203,19.19191919191919,36.36363636363637,27.27272727272727,13.131313131313133,2.0202020202020203,-13.716519531267016,1,-15.886983929994933,7.0,90.02329660936559
2022-03-23,277,purge,156785,8555,0.9900990099009901,3.9603960396039604,21.782178217821784,34.65346534653465,25.742574257425744,10.891089108910892,1.9801980198019802,-15.603802793945908,0,-12.501786889679218,7.0,90.12170592421917
2022-03-24,278,chest,169066,9318,0.9900990099009901,13.861386138613863,34.65346534653465,30.693069306930692,13.861386138613863,4.9504950495049505,0.9900990099009901,-13.471459997184034,0,-10.315977275581258,5.0,97.20284975283333
2022-03-25,279,depot,150197,8562,0.0,5.1020408163265305,29.591836734693878,36.734693877551024,20.408163265306122,7.142857142857142,1.0204081632653061,-14.623842413845242,0,-11.628336316481557,2.0,92.38495817310469
2022-03-26,280,epoxy,149507,9376,0.0,2.0,13.0,31.0,33.0,18.0,3.0,-19.483334201086727,0,-13.584398837000888,0.0,83.52200868272409
2022-03-27,281,nymph,165468,9935,0.9900990099009901,1.9801980198019802,17.82178217821782,43.56435643564357,25.742574257425744,8.91089108910891,0.9900990099009901,-17.854137243688626,0,-14.115265211650325,1.0,86.39202307280952
2022-03-28,282,found,173696,10613,0.9900990099009901,5.9405940594059405,16.831683168316832,21.782178217821784,19.801980198019802,20.792079207920793,13.861386138613863,-16.50728203567775,0,-7.643809960553359,9.0,94.76410517529365
2022-03-29,283,shall,149070,8494,0.0,3.0303030303030303,17.17171717171717,30.303030303030305,28.28282828282828,17.17171717171717,4.040404040404041,-14.004260213306049,1,-9.142681723502369,12.0,94.55149400026393
2022-03-30,284,stove,158139,9318,0.0,5.05050505050505,16.161616161616163,24.242424242424242,27.27272727272727,21.21212121212121,6.0606060606060606,-14.299786546305603,0,-12.180404898781596,10.0,94.42488814060641
2022-03-31,285,lowly,135219,8469,0.0,1.9801980198019802,8.91089108910891,25.742574257425744,31.683168316831683,23.762376237623762,7.920792079207921,-16.344152383520097,1,-13.194934070239164,4.0,89.15232607095166
2022-04-01,286,snout,144648,8913,1.0,4.0,19.0,27.0,26.0,18.0,5.0,-14.137245316010048,0,-13.633189001170319,8.0,89.749208783999
2022-04-02,287,trope,155079,9315,1.0,16.0,33.0,28.000000000000004,15.0,6.0,1.0,-13.84565729006742,0,-13.584398837000888,7.0,92.84225339489387
2022-04-03,288,fewer,124532,7931,0.0,2.0,10.0,24.0,32.0,26.0,6.0,-14.481690528836165,1,-10.799975657114103,6.0,92.35896917159583
2022-04-04,289,shawl,129651,7943,0.0,3.0303030303030303,16.161616161616163,31.313131313131315,30.303030303030305,16.161616161616163,3.0303030303030303,-14.652076925491954,0,-13.42346847018825,6.0,88.018440576184
2022-04-05,290,natal,121356,7702,0.0,2.0,14.000000000000002,32.0,32.0,17.0,3.0,-13.66251878760398,1,-12.871604659057146,8.0,95.0374418799988
2022-04-06,291,comma,117856,7560,0.0,1.9801980198019802,12.871287128712872,32.67326732673268,32.67326732673268,16.831683168316832,2.9702970297029703,-16.495132778392172,1,-13.194934070239164,4.0,92.50121716689391
2022-04-07,292,foray,117761,7575,0.0,1.9801980198019802,13.861386138613863,30.693069306930692,30.693069306930692,18.81188118811881,3.9603960396039604,-16.060623415788186,0,-13.72020037815995,5.0,93.87247137993984
2022-04-08,293,scare,141158,9010,1.0,12.0,23.0,26.0,21.0,13.0,4.0,-13.299620535807465,0,-11.355921716160564,15.0,94.45407887162811
2022-04-09,294,stair,134210,8537,1.9801980198019802,20.792079207920793,35.64356435643564,25.742574257425744,10.891089108910892,3.9603960396039604,0.9900990099009901,-13.049373014526772,0,-13.21667405687557,4.0,93.36164197542662
2022-04-10,295,black,126241,7894,0.9900990099009901,9.900990099009901,30.693069306930692,33.663366336633665,17.82178217821782,5.9405940594059405,0.9900990099009901,-17.237898973792667,0,-8.152550077828328,8.0,91.21160680775219
2022-04-11,296,squad,109828,7236,0.0,3.0303030303030303,20.2020202020202,33.33333333333333,27.27272727272727,14.14141414141414,2.0202020202020203,-18.6394897779225,0,-9.969627355040673,4.0,86.44342814617812
2022-04-12,297,royal,114907,7275,1.0101010101010102,5.05050505050505,24.242424242424242,36.36363636363637,23.232323232323232,9.090909090909092,1.0101010101010102,-14.903605451999095,0,-9.5556515572646,5.0,88.545375662898
2022-04-13,298,chunk,123255,7835,1.0,4.0,28.999999999999996,42.0,18.0,5.0,1.0,-16.893628023038225,0,-12.340747548856775,5.0,89.23298208924197
2022-04-14,299,mince,113448,7356,0.0,6.0,24.0,35.0,24.0,10.0,1.0,-15.220428582490104,0,-13.766720393794841,7.0,94.68593258574472
2022-04-15,300,shame,129991,8522,1.0,11.0,22.0,25.0,21.0,15.0,5.0,-14.025900228597385,0,-10.245977861482904,9.0,93.53065521318223
2022-04-16,301,cheek,107987,7035,0.0,3.0,19.0,40.0,28.000000000000004,9.0,1.0,-14.708222164672211,1,-11.605040753878034,6.0,91.77852698006902
2022-04-17,302,ample,106681,7008,0.0,4.040404040404041,20.2020202020202,35.35353535353536,27.27272727272727,11.11111111111111,2.0202020202020203,-15.588284361333514,0,-12.180404898781596,4.0,92.04069883122953
2022-04-18,303,flair,112383,7341,1.0,8.0,30.0,36.0,18.0,6.0,1.0,-15.064961295265899,0,-12.571355964005507,2.0,90.57025734916779
2022-04-19,304,foyer,108899,8198,0.0,2.0202020202020203,10.1010101010101,19.19191919191919,19.19191919191919,23.232323232323232,26.262626262626267,-15.545574671320505,0,-13.608496388579947,7.0,90.55098186823413
2022-04-20,305,cargo,102007,6796,0.0,5.0,20.0,34.0,27.0,12.0,2.0,-14.842501706314604,0,-11.074670534039074,4.0,91.37366873362882
2022-04-21,306,oxide,97955,6960,0.0,1.9801980198019802,10.891089108910892,29.7029702970297,32.67326732673268,20.792079207920793,3.9603960396039604,-17.48497697146612,0,-12.29599735305816,2.0,87.54324178152689
2022-04-22,307,plant,119232,7731,1.9801980198019802,18.81188118811881,38.613861386138616,27.722772277227726,9.900990099009901,2.9702970297029703,0.0,-15.098473107000391,0,-9.463943130775101,8.0,95.0007900963805
2022-04-23,308,olive,95562,6482,1.0,6.0,25.0,34.0,23.0,10.0,1.0,-14.990353318450072,0,-11.305911295585902,4.0,93.33496940030652
2022-04-24,309,inert,97452,6743,0.0,7.000000000000001,27.0,34.0,22.0,9.0,1.0,-12.92472334796734,0,-13.608496388579947,2.0,96.47031027228559
2022-04-25,310,askew,91548,6549,0.0,3.0,13.0,28.999999999999996,32.0,19.0,4.0,-15.159140670447126,0,-14.459867574354787,2.0,89.1894131574429
2022-04-26,311,heist,103153,6830,1.0,13.0,32.0,31.0,16.0,6.0,1.0,-12.829189060491306,0,-12.919422533407639,7.0,95.84966642905258
2022-04-27,312,shown,98967,6564,0.0,6.0606060606060606,26.262626262626267,36.36363636363637,22.22222222222222,8.080808080808081,1.0101010101010102,-14.754735321361169,0,-9.441012189711184,8.0,90.72596416745392
2022-04-28,313,zesty,88974,6315,0.0,2.0,12.0,27.0,30.0,22.0,7.000000000000001,-18.403468297910287,0,-15.174189752051191,6.0,92.11150428789321
2022-04-29,314,trash,106652,7001,2.0,19.0,34.0,27.0,13.0,4.0,1.0,-13.088504664915307,0,-10.545941618780555,3.0,93.72629697028628
2022-04-30,315,larva,77991,5749,0.0,2.0202020202020203,10.1010101010101,25.252525252525253,35.35353535353536,23.232323232323232,4.040404040404041,-15.170858151504563,1,-13.838779184903629,0.0,91.04674215350035
2022-05-01,316,forgo,77658,5699,0.0,1.0101010101010102,9.090909090909092,26.262626262626267,37.37373737373738,23.232323232323232,3.0303030303030303,-15.604063049586046,1,-13.838779184903629,4.0,91.44724184337915
2022-05-02,317,story,95643,6530,1.0,10.0,23.0,28.999999999999996,24.0,11.0,2.0,-14.414028669534908,0,-8.17360348702616,5.0,95.19118322869348
2022-05-03,318,hairy,85817,5941,1.0,8.0,24.0,33.0,23.0,10.0,1.0,-14.896912775892837,0,-11.973374881411152,7.0,92.47212899178358
2022-05-04,319,train,107750,7243,6.0606060606060606,26.262626262626267,32.323232323232325,22.22222222222222,10.1010101010101,3.0303030303030303,0.0,-13.43977209243502,0,-9.302455660883988,7.0,94.75714537550671
2022-05-05,320,homer,85979,6313,0.0,3.0,16.0,26.0,24.0,19.0,12.0,-14.047525768526192,0,-11.766528223769146,10.0,95.40646787798643
2022-05-06,321,badge,76292,5482,0.0,4.040404040404041,20.2020202020202,35.35353535353536,26.262626262626267,12.121212121212121,2.0202020202020203,-15.554273813650289,0,-11.464135300800796,9.0,88.89965119468333
2022-05-07,322,midst,74458,5233,0.0,2.9702970297029703,24.752475247524753,38.613861386138616,23.762376237623762,8.91089108910891,0.9900990099009901,-15.10223396703531,0,-11.766528223769146,1.0,91.86681308890591
2022-05-08,323,canny,72518,5256,0.0,2.0,10.0,30.0,34.0,20.0,4.0,-16.13948754085125,1,-14.069113316763193,9.0,91.37182132925614
2022-05-09,324,shine,88932,6146,0.9900990099009901,13.861386138613863,31.683168316831683,29.7029702970297,16.831683168316832,5.9405940594059405,0.9900990099009901,-13.345055548532507,0,-11.120883377194204,14.0,95.34572123851255
2022-05-10,325,gecko,74412,5489,0.0,2.0202020202020203,16.161616161616163,38.38383838383838,29.292929292929294,12.121212121212121,2.0202020202020203,-16.01342377618784,0,-14.0225347273986,2.0,87.31256722302317
2022-05-11,326,farce,79446,5688,0.0,9.183673469387756,26.53061224489796,32.6530612244898,21.428571428571427,9.183673469387756,1.0204081632653061,-14.823189953005096,0,-13.054704728930513,5.0,91.97682988390733
2022-05-12,327,slung,75673,5419,0.0,1.9801980198019802,15.841584158415841,36.633663366336634,30.693069306930692,12.871287128712872,1.9801980198019802,-15.501917143929287,0,-14.160821743252692,7.0,90.3857762231634
2022-05-13,328,tipsy,77585,5522,0.0,6.0,33.0,38.0,17.0,5.0,1.0,-16.026905357605482,0,-14.115265211650325,2.0,88.35203535134731
2022-05-14,329,metal,73225,5290,0.9803921568627451,9.803921568627452,30.392156862745097,33.33333333333333,17.647058823529413,6.862745098039216,0.9803921568627451,-14.029304712881464,0,-9.624341811106634,6.0,94.58143424636133
2022-05-15,330,yield,67115,4963,0.0,4.0,16.0,28.999999999999996,28.999999999999996,18.0,4.0,-15.28892104962001,0,-11.141361908537746,4.0,89.73751468555812
2022-05-16,331,delve,68349,5179,0.0,2.0202020202020203,14.14141414141414,32.323232323232325,33.33333333333333,16.161616161616163,2.0202020202020203,-14.918945786347027,1,-13.493427058795161,3.0,91.8003157744459
2022-05-17,332,being,70722,5142,0.0,4.0,22.0,37.0,26.0,10.0,1.0,-15.424662988901702,0,-7.023166130493465,4.0,94.84326404000944
2022-05-18,333,scour,73933,5544,0.0,8.0,34.0,35.0,17.0,5.0,1.0,-14.655947262089754,0,-13.884860636099067,5.0,93.40270617217475
2022-05-19,334,glass,70920,5162,0.0,4.0,19.0,33.0,27.0,14.000000000000002,3.0,-14.349050855575943,1,-9.5556515572646,6.0,91.76578180585504
2022-05-20,335,gamer,69884,5238,1.0,4.0,17.0,28.000000000000004,26.0,18.0,6.0,-14.68005709283512,0,-12.387594522153565,12.0,93.56918322430555
2022-05-21,336,scrap,66814,4973,0.9900990099009901,8.91089108910891,27.722772277227726,33.663366336633665,19.801980198019802,7.920792079207921,0.9900990099009901,-15.250623599671552,0,-11.74359728270523,10.0,90.5104488618634
2022-05-22,337,money,67909,4928,1.0,7.000000000000001,26.0,36.0,21.0,8.0,1.0,-15.74182331112523,0,-7.735577362868684,11.0,93.41776058097969
2022-05-23,338,hinge,66431,4906,0.0,5.0,25.0,37.0,22.0,9.0,2.0,-14.294077203202454,0,-13.078346491987555,9.0,95.86656838214427
2022-05-24,339,album,63380,4809,0.0,5.0,26.0,35.0,24.0,9.0,1.0,-16.80055342261795,0,-9.161550207806751,1.0,87.66117686730777
2022-05-25,340,vouch,62723,4835,0.0,2.0202020202020203,9.090909090909092,25.252525252525253,33.33333333333333,24.242424242424242,6.0606060606060606,-16.781268315638542,0,-13.515405965513937,6.0,91.2793260745184
2022-05-26,341,asset,63188,4733,0.0,7.07070707070707,28.28282828282828,34.34343434343434,21.21212121212121,8.080808080808081,1.0101010101010102,-12.390519511819512,1,-10.982297213908058,4.0,94.25263009298793
2022-05-27,342,tiara,63846,4842,0.0,7.920792079207921,35.64356435643564,32.67326732673268,16.831683168316832,5.9405940594059405,0.9900990099009901,-13.046930933449463,1,-13.861554496465681,1.0,94.98850232543525
2022-05-28,343,crept,60069,4562,0.0,4.040404040404041,27.27272727272727,38.38383838383838,22.22222222222222,7.07070707070707,1.0101010101010102,-14.61010744507092,0,-13.471920853574197,6.0,90.95752262432228
2022-05-29,344,bayou,56839,4435,0.0,6.0,17.0,33.0,28.999999999999996,13.0,2.0,-16.7225297040898,0,-13.493427058795161,0.0,90.76389181368964
2022-05-30,345,atoll,60969,4741,0.0,6.0,28.000000000000004,36.0,21.0,8.0,1.0,-13.717481934473787,1,-14.160821743252692,0.0,95.1297256553534
2022-05-31,346,manor,62768,4802,0.0,6.0,27.0,34.0,21.0,10.0,2.0,-14.71529403191061,0,-11.949881240169764,5.0,95.8426352869428
2022-06-01,347,creak,63241,4797,0.0,5.0,21.0,32.0,25.0,14.000000000000002,3.0,-14.928406118707677,0,-14.921147461569348,6.0,92.33624953189776
2022-06-02,348,showy,61278,4770,0.0,2.0,16.0,37.0,30.0,13.0,2.0,-15.848729035694522,0,-14.298396813041023,4.0,87.24238973075185
2022-06-03,349,peach,65431,4957,1.0,13.0,38.0,32.0,13.0,3.0,0.0,-15.027997564558778,0,-12.042254560300778,7.0,93.81995301435323
